title,original_title,summary,url_thumbnail
Captivity,Captivity,Jennifer Tree est la nouvelle top que s'arrachent les photographes et couturiers new-yorkais.,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/64/03/99/18783687.jpg
Lions et agneaux,Lions for Lambs,"Dans les montagnes d’Afghanistan, les Talibans abattent un hélicoptère de l’armée américaine. Sortis indemnes du crash, deux soldats se battent pour survivre, espérant l’arrivée ra",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/64/79/11/18829927.jpg
Une fiancée pas comme les autres,Lars and the Real Girl,"Timide et introverti, Lars vit seul dans le garage aménagé de son frère Gus et de sa belle-sœur Karin, dans un petit village du Middlewest. Quand il leur annonce qu'il a enfin renc",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/67/57/69/19000133.jpg
Alvin et les Chipmunks,Alvin and the Chipmunks,"A l'approche de Noël, le sapin où vivent trois frères écureuils nommés Alvin, Simon et Théodore, est abattu et installé avec ses petits occupants dans le hall d'une maison de disqu",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/65/06/51/18856591.jpg
Solitaire,Rogue,Australie. Le reporter cynique américain Pete McKell rejoint un groupe disparate de touristes pour une splendide croisière sur les eaux sauvages du Kadaku National Park. Mais à la ,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/36/78/18954754.jpg
5 centimètres par seconde,Byôsoku 5 senchimêtoru,"Tous deux élèves de primaire, Takaki et Akari se sont rapprochés grâce à leur amour commun de la lecture. Mais un jour, la jeune fille déménage... Faute de mieux, les deux amis com",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/77/64/85/19417370.jpg
7h58 ce samedi-là,Before the Devil Knows You Are Dead,"Ce samedi matin-là, dans la banlieue de New York, tout semble normal dans la vie des Hanson. Alors que Charles, le père, passe un test de conduite, sa femme Nanette ouvre la bijout",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/64/73/31/18801041.jpg
La Colline a des yeux 2,The Hills Have Eyes 2,"Lors d'une mission de routine, une unité de jeunes soldats de la Garde Nationale fait halte dans un avant-poste du Nouveau-Mexique afin de livrer du matériel à des scientifiques. L",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/30/63/18766528.jpg
La Légende de Beowulf,Beowulf,"En ces temps lointains, les sauvages contrées du Nord de l'Europe étaient peuplées de héros et de monstres, et des hommes audacieux, taillés pour la lutte et les conquêtes, pouvaie",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/63/77/02/18854967.jpg
Rush Hour 3,Rush Hour 3,"Dans quelques heures, l'ambassadeur chinois Han compte révéler l'identité du maître du plus puissant syndicat criminel du monde, les Triades chinoises. Lee est chargé de le protége",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/76/94/18785022.jpg
Bande de sauvages,Wild Hogs,Quatre amis dans la force de l'âge décident de se lancer dans un périple censé leur faire oublier le train-train de leur vie et le stress du travail...,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/78/12/18771548.jpg
Discworld,The Colour of Magic,"Rincevent, sorcier peu doué, vient d'être expulsé de l'Université Invisible. A contre-cœur, il accepte de servir de guide à un étranger pour un voyage à travers l'immense territoir",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/72/62/63/19824227.jpg
L'auberge rouge,L'auberge rouge,"A la fin du XIXème siècle, la sinistre auberge du Croûteux se dresse au milieu des sauvages montagnes du massif des Pyrénées. L'établissement est tenu par Martin et Rose, un couple",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/76/85/18831291.jpg
Resident Evil : Extinction,Resident Evil: Extinction,"Le virus expérimental mis au point par la toute-puissante Umbrella Corporation a détruit l'humanité, transformant la population du monde en zombies avides de chair humaine. Fuyant ",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/64/69/49/18817479.jpg
Les Infiltrés,The Departed,"A Boston, une lutte sans merci oppose la police à la pègre irlandaise.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/21/63/18680971.jpg
Inland Empire,Inland Empire,"Nous voici plongés dans une histoire de mystère, l'énigme d'un monde au coeur des mondes, le secret d'une femme en proie à l'amour et aux tourments...",https://fr.web.img4.acsta.net/c_310_420/pictures/23/05/03/10/16/3838946.jpg
Inside Man - l'homme de l'intérieur,Inside Man,"Ce devait être le hold-up parfait, le chef-d'oeuvre d'un génie du crime.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/23/85/18479911.jpg
Idiocracy,Idiocracy,"Joe Bowers, l'Américain moyen par excellence, est choisi par le Pentagone comme cobaye d'un programme d'hibernation, qui va mal tourner. Il se réveille 500 ans plus tard et découvr",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/25/52/18760611.jpg
Apocalypto,Apocalypto,Dans les temps turbulents précédant la chute de la légendaire civilisation Maya.,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/26/80/18704297.jpg
Little Miss Sunshine,Little Miss Sunshine,"L'histoire des Hoover. Le père, Richard, tente désespérément de vendre son ""Parcours vers le succès en 9 étapes"". La mère, Sheryl, tente de dissimuler les travers de son frère, spé",https://fr.web.img4.acsta.net/c_310_420/pictures/16/09/23/12/14/124206.jpg
Da Vinci Code,The Da Vinci Code,"Une nuit, le professeur Robert Langdon, éminent spécialiste de l'étude des symboles, est appelé d'urgence au Louvre : le conservateur du musée a été assassiné, mais avant de mourir",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/20/56/18613332.jpg
Prête-moi ta main,Prête-moi ta main,"La vie est facile pour Luis, 43 ans, célibataire heureux, épanoui dans son métier, aimé, choyé, couvé par sa mère et ses cinq soeurs. Cela aurait pu durer toute une vie, mais voilà",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/62/85/07/18673430.jpg
Nos jours heureux,Nos jours heureux,Vincent Rousseau dirige pour la première fois une colonie de vacances et se retrouve plongé pendant trois semaines dans l'univers des colos avec petites histoires et gros soucis à ,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/08/25/18643047.jpg
Le Prestige,The Prestige,"Londres, au début du siècle dernier...",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/62/84/94/18680369.jpg
Ne le dis à personne,Ne le dis à personne,"Sa femme Margot a été sauvagement assassinée par un serial killer. Totalement détruit, Alex ressasse jour après jour le souvenir bouleversant de son amour perdu.",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/27/48/18674312.jpg
Le Diable s'habille en Prada,The Devil Wears Prada,"Fraîchement diplômée, Andrea débarque à New York et décroche le job de rêve. Mais en tant qu'assistante de la tyrannique rédactrice en chef d'un prestigieux magazine de mode, elle ",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/20/41/18668315.jpg
300,300,"Adapté du roman graphique de Frank Miller, 300 est un récit épique de la Bataille des Thermopyles, qui opposa en l'an - 480 le roi Léonidas et 300 soldats spartiates à Xerxès et l'",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/26/41/18737112.jpg
Pirates des Caraïbes : le Secret du Coffre Maudit,Pirates of the Caribbean: Dead Man's Chest,"Dans ce nouvel opus de l'aventure Pirates des Caraïbes, le toujours aussi excentrique pirate Jack Sparrow est confronté subitement à son passé. Treize ans auparavant, Jack signait ",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/00/56/18604499.jpg
Dikkenek,Dikkenek,JC et Stef sont des amis d'enfance. Inséparables.,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/35/87/40/18629488.jpg
"OSS 117, Le Caire nid d'espions","OSS 117, Le Caire nid d'espions","Égypte, 1955, le Caire est un véritable nid d'espions.",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/35/95/94/18602611.jpg
The Host,Gwoemul,"A Séoul, Gang-du tient un petit snack au bord de la rivière où il vit avec sa famille, dont sa fille adorée Hyun-seo. Un jour, un monstre géant surgit des profondeurs de la rivière",https://fr.web.img3.acsta.net/c_310_420/pictures/23/01/25/17/50/1009568.jpg
Les Fils de l'homme,Children of Men,"Dans une société futuriste où les êtres humains ne parviennent plus à se reproduire, l'annonce de la mort de la plus jeune personne, âgée de 18 ans, met la population en émoi. Au m",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/31/42/18674404.jpg
La Vie des autres,Das Leben der Anderen,"Au début des années 1980, en Allemagne de l'Est, l'auteur à succès Georg Dreyman et sa compagne, l'actrice Christa-Maria Sieland, sont considérés comme faisant partie de l'élite de",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/63/15/65/18708573.jpg
Azur et Asmar,Azur et Asmar,"Il y a bien longtemps, deux enfants étaient bercés par la même femme. Azur, blond aux yeux bleus, fils du châtelain, et Asmar, brun aux yeux noirs, fils de la nourrice. Elevés comm",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/52/37/18654088.jpg
Casino Royale,Casino Royale,"Pour sa première mission, James Bond affronte le tout-puissant banquier privé du terrorisme international, Le Chiffre. Pour achever de le ruiner et démanteler le plus grand réseau ",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/12/35/18674702.jpg
Raisons d'Etat,The Good Shepherd,"Pour Edward Wilson, seul témoin du suicide de son père et membre de la Skull and Bones Society à l'Université de Yale, l'honneur et la discrétion sont des valeurs primordiales. Ce ",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/31/22/18758145.jpg
"Je vais bien, ne t'en fais pas","Je vais bien, ne t'en fais pas","Comme elle rentre de vacances, Lili, 19 ans, apprend par ses parents que Loïc, son frère jumeau, suite à une violente dispute avec son père, a quitté la maison.",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/28/06/18649421.jpg
The Holiday,The Holiday,"Une Américaine (Amanda) et une Anglaise (Iris), toutes deux déçues des hommes, décident, sans se connaître, d'échanger leurs appartements. Iris, va débarquer dans une demeure de rê",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/62/83/50/18689023.jpg
À la recherche du bonheur,The Pursuit of Happyness,"Représentant de commerce, Chris Gardner a du mal à gagner sa vie. Il jongle pour s'en sortir, mais sa compagne supporte de moins en moins leur précarité. Elle finit par quitter Chr",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/62/89/48/18708437.jpg
Miss Potter,Miss Potter,"A l'époque de l'Angleterre victorienne, Beatrix aurait seulement dû rêver d'un beau mariage, comme toutes les jeunes femmes de sa condition, mais elle s'intéressait à beaucoup trop",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/60/15/38/18749142.jpg
Blood Diamond,Blood Diamond,"Alors qu'il purge une peine de prison pour ses trafics, Archer rencontre Solomon Vandy, un pêcheur d'origine Mende. Arraché à sa famille et forcé de travailler dans les mines diama",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/12/34/18711805.jpg
Cars,Cars,"Flash McQueen, une splendide voiture de course toute neuve promise au succès, découvre que dans la vie, ce n'est pas de franchir la ligne d'arrivée qui compte, mais le parcours que",https://fr.web.img5.acsta.net/c_310_420/pictures/17/08/01/16/24/309645.jpg
Sexy movie,Date Movie,"Romantique absolue, Julia Jones a toujours cru au Grand Amour. Lorsqu'elle rencontre enfin l'Homme De Sa Vie, le très british Grant Funkyerdoder, elle croit tenir le bon bout. Enco",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/19/96/18611024.jpg
Le Parfum : histoire d'un meurtrier,Perfume: The Story of a Murderer,"Jean-Baptiste Grenouille naît en 1744. Enfant solitaire, malade, il devient un jeune homme à part grâce à un don unique : son odorat.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/23/59/18653460.jpg
Camping,Camping,"Au camping des Flots Bleus, ça débarque de toute la France.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/09/10/18603110.jpg
L'Illusionniste,The Illusionist,"Vienne, dans les années 1900. Surgit un jour le charismatique et mystérieux illusionniste Eisenheim, qui ne tarda pas à devenir l'homme le plus célèbre de la ville, l'incarnation v",https://fr.web.img6.acsta.net/c_310_420/pictures/17/01/06/12/02/271782.jpg
La Nuit au musée,Night at the Museum,"Le Muséum d'Histoire Naturelle renferme dans ses murs un secret mystérieux et stupéfiant que Larry, nouveau gardien de sécurité, ne va pas tarder à découvrir avec affolement : la n",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/62/88/34/18701946.jpg
V pour Vendetta,V for Vendetta,"Londres, au 21ème siècle...",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/31/71/18479867.jpg
Le Labyrinthe de Pan,El laberinto del fauno,"Espagne, 1944. Fin de la guerre.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/23/74/18680999.jpg
Silent Hill,Silent Hill,"De plus en plus souvent, la petite Sharon rêve d'une ville abandonnée, Silent Hill. Sa mère, Rose, décidée à comprendre l'étrange mal dont souffre son enfant, décide de l'accompagn",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/09/80/18479338.jpg
Babel,Babel,"En plein désert marocain, un coup de feu retentit. Il va déclencher toute une série d'événements qui impliqueront un couple de touristes américains au bord du naufrage, deux jeunes",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/27/51/18680420.jpg
La Panthère Rose,The Pink Panther,"Un célèbre entraîneur de football est assassiné et une bague, ornée du fameux diamant La Panthère Rose, lui a été dérobée. Le gouvernement français a besoin d'un détective de génie",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/87/11/18475979.jpg
Ils,Ils,"Lucas et Clémentine, un couple trentenaire expatrié en Roumanie, habite depuis peu une maison isolée en banlieue de Bucarest.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/61/29/59/18645902.jpg
Arthur et les Minimoys,Arthur et les Minimoys,"Comme tous les enfants de son âge, Arthur est fasciné par les histoires que lui raconte sa grand-mère pour l'endormir : ses rêves sont peuplés de tribus africaines et d'inventions ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/85/13/18684533.jpg
Little Children,Little Children,"Little Children entrecroise les vies, les destinées contrariées, les secrets, les rêves, les fantasmes et les angoisses de personnages dans la quiétude trompeuse d'une banlieue bou",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/35/81/18674420.jpg
X-Men l'affrontement final,X-Men: The Last Stand,"Dans le chapitre final de la trilogie X-Men, les mutants affrontent un choix historique et leur plus grand combat... Un ""traitement"" leur permet désormais d'échapper à ce qu'ils so",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/39/70/18614165.jpg
Black Book,Zwartboek,"La Haye, sous l'occupation allemande.",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/26/52/18854771.jpg
High School Musical,High School Musical,"Troy, le capitaine de l'équipe de basketball, et Gabriella, une jeune fille timide douée en mathématiques, partagent une passion secrète pour le chant. Malgré leurs différences, il",https://fr.web.img5.acsta.net/c_310_420/pictures/20/03/18/15/41/4952558.jpg
Indigènes,Indigènes,"En 1943, alors que la France tente de se libérer de la domination nazie, le parcours de quatre ""indigènes"", soldats oubliés de la première armée française recrutée en Afrique.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/31/72/18653664.jpg
Basic instinct 2,Basic Instinct 2 : Risk Addiction,"Psychiatre londonien réputé, le Dr. Michael Glass est le meilleur dans son domaine. Lorsque le commissaire Roy Washburn lui demande d'évaluer psychologiquement une femme mêlée à la",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/35/86/34/18476909.jpg
Marie-Antoinette,Marie-Antoinette,"Évocation de la vie de la reine d'origine autrichienne, épouse mal-aimée de Louis XVI, guillotinée en 1793.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/20/98/18612764.jpg
Lettres d'Iwo Jima,Letters from Iwo Jima,"En 1945, les armées américaine et japonaise s'affrontèrent sur l'île d'Iwo Jima. Quelques décennies plus tard, des centaines de lettres furent extraites de cette terre aride, perme",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/30/19/18721539.jpg
Eragon,Eragon,"Autrefois, la paix et la prospérité régnaient en terre d'Alagaësia. Les Dragons avaient alors fait don à leurs Dragonniers de pouvoirs magiques, et même de l'immortalité. Aucun enn",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/15/42/18700877.jpg
Déjà Vu,Déjà Vu,"Alors qu'il enquête sur l'explosion d'une bombe sur un ferry à la Nouvelle Orléans, l'agent Doug Carlin se voit enrôlé au sein d'une nouvelle cellule du FBI ayant accès à un appare",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/62/83/58/18684933.jpg
Rédemption,The Gridiron Gang,"Sean Porter, un officier contrôleur judiciaire, a décidé de créer une équipe de football avec des jeunes détenus réputés pour être dangereux. Il est convaincu que c'est le seul moy",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/20/58/18682229.jpg
Shortbus,Shortbus,"Shortbus suit plusieurs personnages new-yorkais dont les aventures tragi-comiques naviguent entre sexualité et sentiments. Tous fréquentent un club underground moderne, Shortbus, o",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/60/14/53/18682195.jpg
Mission: Impossible III,Mission: Impossible III,"Ethan espérait avoir tourné une page en quittant le service actif de la Force Mission Impossible pour un poste de formateur ; pouvoir enfin mener une vie ""normale"", se consacrer to",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/00/63/18608448.jpg
Fast & Furious : Tokyo Drift,The Fast and the Furious : Tokyo Drift,Sean Boswell est un risque-tout à qui sa passion immodérée des voitures de sport trafiquées a déjà attiré de sérieux ennuis avec la police californienne. Condamné après un accident,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/31/38/18654335.jpg
Sexy Dance,Step Up,"Rebelle dans l'âme, Tyler Gage a passé toute sa jeunesse dans les bas quartiers et les mean streets de Baltimore, et sait aujourd'hui qu'il ne se tirera d'affaire qu'en rompant ave",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/62/86/83/18673315.jpg
Le Dernier roi d'Ecosse,The Last King of Scotland,"Jeune médecin écossais tout juste diplômé, Nicholas Garrigan débarque en Ouganda en quête d'aventure et décidé à venir en aide à la population.",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/24/17/18737349.jpg
Mi$e à prix,Smokin' Aces,"Stanley Locke, directeur adjoint du FBI, envoie ses meilleurs agents, Richard Messner et Donald Carruthers, à Lake Tahoe. Ils ont pour mission de retrouver Buddy ""Aces"" Israel, un ",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/63/22/73/18766366.jpg
Severance,Severance,Six personnes de la société de vente d'armes Palisade Defense se rendent à un week-end de paint-ball organisé par leur entreprise. Malgré l'étrangeté des lieux et les rumeurs qui s,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/62/93/81/18677652.jpg
The Fountain,The Fountain,The Fountain raconte le combat à travers les âges d'un homme pour sauver la femme qu'il aime.,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/87/06/18686128.jpg
The Fall,The Fall,"Los Angeles, années 1920. Alexandria, cinq ans, est hospitalisée à la suite d'une chute. Elle se lie d'amitié avec Roy, cascadeur à Hollywood, lui aussi victime d'un accident. Le j",https://fr.web.img6.acsta.net/c_310_420/pictures/14/10/14/10/14/165443.jpg
Le Vent se lève,The Wind that Shakes the Barley,"Irlande, 1920. Des paysans s'unissent pour former une armée de volontaires contre les redoutables Black and Tans, troupes anglaises envoyées par bateaux entiers pour mater les vell",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/60/12/26/18649232.jpg
Still life,Sanxia Haoren,Chine. Ville de Fengje en amont du barrage des Trois Gorges. San Ming fait le voyage dans la région pour retrouver son ex-femme et sa fille qu'il n'a pas vues depuis seize ans. Auj,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/63/12/31/18757117.jpg
"Paris, je t'aime","Paris, je t'aime",Paris je t'aime,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/32/16/18645002.jpg
Slevin,Lucky Number Slevin,"La vie n'est pas tendre avec Slevin. En quelques jours, ce jeune homme a perdu son appartement, découvert que sa petite amie le trompait, et s'est fait voler ses papiers. Décidé à ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/23/75/18646042.jpg
Dérive mortelle,Open Water 2: Adrift,"Un groupe d'anciens camarades de lycée se retrouve en croisière pour un week-end festif à bord d'un somptueux yacht. La chaleur et le champagne aidant, ils décident de piquer une t",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/64/34/46/18771096.jpg
Hyper tension,Crank,"Chev Chelios est un tueur à gages qui n'a pas rempli un banal contrat : la veille, il a en effet raté sa cible. Et ce matin-là, Chev est réveillé par un coup de téléphone de bien m",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/23/50/18742789.jpg
Mémoires de nos pères,Flags of Our Fathers,"Au cinquième jour de la sanglante bataille d'Iwo Jima, cinq Marines et un infirmier de la Navy hissent ensemble le drapeau américain au sommet du Mont Suribachi, tout juste repris ",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/23/61/18674321.jpg
"Borat, leçons culturelles sur l'Amérique au profit glorieuse nation Kazakhstan",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Borat, reporter kazakh, est envoyé aux Etats-Unis par la télévision de son pays pour y tourner un reportage sur le mode de vie de cette nation vénérée comme un modèle. Au cours de ",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/29/57/18682308.jpg
Destricted,Destricted,"Sept court métrages au travers desquels des réalisateurs et des artistes, parmi les plus visionnaires et provocateurs de leur génération, font se rencontrer l'art et le sexe :",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/60/17/91/18757143.jpg
Comme t'y es belle!,Comme t'y es belle!,"Isa, Alice, Léa et Nina, liées par leurs familles séfarades autant que par leur amitié, partagent leurs vies entre les histoires de coeur, un institut de beauté sous contrôle fisca",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/35/98/15/18603023.jpg
Flyboys,Flyboys,"Le destin de l'Escadrille Lafayette, constituée de jeunes soldats américains qui se portèrent volontaires pour intégrer l'armée française durant la Première Guerre mondiale, avant ",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/62/86/90/18656443.jpg
Le Coeur des hommes 2,Le Coeur des hommes 2,"Alex, Antoine, Jeff et Manu, quatre amis, quatre ans plus tard. Leurs rapports avec les femmes, leur amitié, leurs secrets partagés, leurs sentiments de culpabilité, leur volonté d",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/78/18/18835891.jpg
Superman Returns,Superman Returns,"Alors qu'un ennemi de longue date, Lex Luthor, tente de l'affaiblir en lui dérobant tous ses superpouvoirs, Superman doit faire face à un problème d'un autre genre : Lois Lane, la ",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/78/09/18648048.jpg
Happy Feet,Happy Feet,"Un manchot de l'Antarctique n'arrivera jamais à rien s'il ne sait pas chanter, et le pauvre Mumble est sans conteste le pire chanteur du monde. Son talent à lui, c'est... les claqu",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/23/57/18684905.jpg
"Nos voisins, les hommes",Over the Hedge,"Le printemps est de retour ; la tortue Verne et ses amis sortent d'un long sommeil hivernal. Mais, entre-temps, ô surprise, une grande ""chose"" verte a poussé à l'orée du bois et en",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/23/54/18628366.jpg
Le Serpent,Le Serpent,"Vincent Mandel, photographe et père de famille en instance de divorce, voit sa vie s'effondrer à cause d'une manipulation orchestrée par un ancien camarade de classe, Joseph Plende",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/62/91/86/18697662.jpg
Poséidon,Poseidon,"Une nuit de Saint Sylvestre festive a commencé au milieu de l'Atlantique Nord, sur le luxueux navire de croisière Poséidon. De nombreux passagers se sont rassemblés dans l'opulente",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/25/12/18629206.jpg
Les Contes de Terremer,Gedo senki,"Terremer est une contrée magique dominée par les mers et peuplée de dragons. Depuis peu, l’ordre naturel est rompu par un sorcier maléfique. Arren, jeune prince du royaume d’Enlad,",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/23/46/18739695.jpg
She's the Man,She's the Man,"L'équipe féminine de foot de Viola ne fera pas sa rentrée cette année. Profitant de l'absence de son frère jumeau Sebastian, elle se déguise en lui pour intégrer l'équipe des Illyr",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/63/12/25/18674428.jpg
Invincible,Invincible,"Vince Papale vient de perdre sa femme et son travail. Grand fan des Eagles, l'homme se voit un jour intégrer cette célèbre équipe nationale de football américain. Ses rêves les plu",https://fr.web.img3.acsta.net/c_310_420/pictures/20/03/18/15/51/1023638.jpg
This is England,This is England,"1983. Shaun, 12 ans, habite avec sa mère dans une ville côtière du nord de l'Angleterre. Garçon solitaire, c'est pour lui le début des vacances d'été, lorsqu'il rencontre un groupe",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/64/07/10/18810651.jpg
Le Dahlia noir,The Black Dahlia,"Dans les années 40, à Los Angeles, Bucky et Lee, deux inspecteurs, s'attaquent à une affaire de meurtre particulièrement difficile. Une starlette, Elizabeth Short, a été découverte",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/09/81/18661872.jpg
Coast Guards,The Guardian,"Depuis qu'une tempête a décimé son équipe de sauveteurs en mer, Ben Randall s'est retiré et se consacre désormais à la formation des jeunes recrues. Sa réputation de bravoure et se",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/36/83/18680991.jpg
Entre deux rives,The Lake House,Le Docteur Kate Forster s'apprête à entamer une nouvelle carrière et une nouvelle vie dans un grand hôpital de Chicago. Son seul regret : abandonner la superbe maison qu'elle avait,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/21/65/18653696.jpg
Rocky Balboa,Rocky Balboa,"Rocky Balboa, le légendaire boxeur, a depuis longtemps quitté le ring. De ses succès, il ne reste plus que des histoires qu'il raconte aux clients de son restaurant. La mort de son",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/21/60/18708488.jpg
Lady Chatterley,Lady Chatterley,"Dans le château des Chatterley, Constance coule des jours monotones, enfermée dans son mariage et son sens du devoir.",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/29/61/18680450.jpg
Une grande année,A Good Year,"Max Skinner, un banquier d'affaires anglais, hérite du vignoble provençal où il passait autrefois ses vacances d'été aux côtés de son oncle. Il y retrouve Francis Duflot, le vigner",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/26/48/18704327.jpg
"Tel père, telle fille","Tel père, telle fille","A 30 ans, Bruno, rock-star has been, vit toujours aux crochets de sa petite amie. Les temps sont durs... surtout quand une ex ressurgit de nulle part pour lui apprendre qu'il est l",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/78/29/18765337.jpg
After the wedding,Efter Brylluppet,"Jacob Petersen a voué sa vie à la construction d'un orphelinat en Inde. Mais l'établissement est menacé de fermeture. Un donateur, Jorgen, lui demande alors de rentrer au Danemark ",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/62/79/84/18739743.jpg
Rescue Dawn,Rescue Dawn,"1965, aube de la guerre du Vietnam. Lors d'une mission secrète, Dieter Dengler, pilote de l'armée américaine, est abattu au-dessus du Laos. Retenu en pleine jungle, l'ennemi lui in",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/31/98/19203597.jpg
